id	first_name	last_name	contributions	total_contributions
1631	Siwei	Lang	[2.2.2.1.23.x1|4.3.2.953.23.x1]	2
1632	Herbert	Lang	[2.2.1.136.102.x1|2.2.2.136.102.x1]	2
1633	Felino	Lansigan	[3.2.2.389.81.x1|5.2.2.389.81.x1]	2
1634	A.	Lanza	[3.3.2.911.35.x1]	1
1635	John	Lanzante	[4.1.4.188.113.x2]	2
1636	René	Laprise	[2.1.4.714.20.x1|3.1.4.714.20.x1|4.1.2.714.20.x1]	3
1637	R.	Lara	[2.1.4.137.36.x1]	1
1638	W.G.	Large	[3.1.4.166.113.x1]	1
1639	Hans	Larsen	[4.3.3.506.28.x1]	1
1640	Joan Nymand	Larsen	[5.2.1.390.43.x1]	1
1641	D.	Larson	[2.2.4.1313.113.x1]	1
1642	Rodel	Lasco	[4.2.1.389.81.x1|4.2.2.389.81.x2|5.2.2.391.81.x1]	4
1643	Keith	Lassey	[4.1.4.280.73.x2]	2
1644	John	Latham	[4.3.4.188.113.x1]	1
1645	R.	Latif	[2.1.4.169.36.x1]	1
1646	Mojib	Latif	[3.1.4.169.36.x1|4.1.4.709.36.x1]	2
1647	Ngar-Cheung	Lau	[2.1.4.188.113.x1|4.1.4.188.113.x1|5.1.2.188.113.x1]	3
1649	Katia	Laval	[4.1.4.167.35.x1]	1
1650	Michael	Lavine	[4.1.4.652.113.x1]	1
1651	R.	Law	[3.1.4.216.6.x1]	1
1652	David M.	Lawrence	[4.1.4.166.113.x1|5.1.4.1.113.x2]	3
1653	M.	Lawrence	[3.1.4.1002.36.x1]	1
1654	Jay	Lawrimore	[3.1.4.188.113.x1|4.1.4.188.113.x1]	2
1655	Seymour	Laxon	[4.1.4.638.117.x1]	1
1657	Anne	Le Brocq	[4.1.4.160.117.x1]	1
1658	Henri	Le Houerou	[2.2.1.1314.35.x1|2.2.2.1314.35.x1|2.2.4.1314.35.x1]	3
1659	C.	Le Provost	[2.1.2.1239.35.x1]	1
1661	C.	Le Quiero	[3.1.2.212.36.x1|3.1.4.212.36.x1]	2
1662	Hervé	Le Treut	[1.1.2.167.35.x1|2.1.4.167.35.x1|3.1.2.167.35.x1|4.1.1.167.35.x1|4.1.4.167.35.x2|5.2.3.167.35.x1]	7
1663	G.	Leach	[2.3.4.384.101.x1]	1
1664	Paul	Leadley	[5.2.2.392.35.x1]	1
1665	R.	Leaitch	[3.1.2.164.20.x1]	1
1666	Walter	Leal	[5.2.3.393.36.x1]	1
1667	Judith	Lean	[3.1.4.715.113.x2|4.1.2.715.113.x1]	3
1668	Neil A.	Leary	[3.2.2.1103.113.x3|4.2.3.394.113.x1|5.2.3.394.113.x1]	5
1669	G.H.	Leavesley	[2.2.4.312.113.x1]	1
1670	Emilio	Lebre La Rovere	[2.3.2.342.16.x2|3.2.1.342.16.x1|3.2.2.342.16.x2|3.3.2.342.16.x1|4.3.2.342.16.x1]	7
1671	Caroline	Leck	[4.1.4.701.101.x1]	1
1672	Liza	Leclerc	[5.2.2.332.20.x1]	1
1673	Franck	Lecocq	[4.3.2.456.35.x1|4.3.4.456.35.x1|5.3.2.587.35.x1]	3
1675	David S.	Lee	[4.3.2.232.117.x1|5.1.2.232.117.x1]	2
1676	Hoesung	Lee	[3.3.2.1185.96.x1|4.3.3.954.96.x1]	2
1677	Terry C.K.	Lee	[4.1.4.277.20.x1]	1
1678	J.	Lee	[2.2.2.905.113.x1]	1
1679	Julia	Lee-Taylor	[4.1.4.166.113.x1]	1
1680	Rik	Leemans	[2.1.4.888.107.x1|2.2.1.888.107.x1|2.2.2.888.107.x1|2.2.4.888.107.x2|3.1.2.888.107.x1|3.2.2.888.107.x3|4.2.2.396.107.x1|5.2.3.396.107.x1]	11
1681	Penehuro	Lefale	[4.2.2.700.87.x1]	1
1682	Nathalie	Lefevre	[4.1.4.306.35.x1]	1
1683	Nicolas	Lefevre	[4.3.4.911.35.x1]	1
1684	S.	Legutke	[3.1.4.668.36.x1]	1
1685	Robin	Leichenko	[5.2.3.258.113.x1]	1
1686	Pedro	Leite da Silvia-Dias	[2.1.2.158.16.x1|4.1.2.158.16.x1]	2
1687	J.C.	Leiva	[1.1.2.748.5.x1]	1
1688	J.	Lelieveld	[2.1.4.396.107.x1]	1
1689	Peter	Lemke	[1.1.2.169.36.x1|2.1.4.137.36.x1|3.1.4.137.36.x1|4.1.1.137.36.x1|4.1.4.137.36.x2|5.1.3.137.36.x1]	7
1690	Maria-Carmen	Lemos	[4.2.4.247.113.x1|5.2.2.247.113.x1]	2
1691	Robert	Lempert	[3.3.4.397.113.x1|5.2.2.397.113.x1]	2
1692	S.J.	Lennon	[3.3.2.1186.95.x1]	1
1693	T.	Lenton	[3.1.4.1041.117.x1]	1
1694	C.	Leovy	[3.1.4.132.113.x1]	1
1695	Corrine	Le Quéré	[4.1.2.231.117.x1|4.1.4.231.117.x1|5.1.2.231.117.x1|5.1.4.231.117.x1]	4
1696	Asuncion	Lera St.Clair	[5.2.2.398.75.x1]	1
1698	D.P.	Lettenmaier	[2.2.4.132.113.x1]	1
1699	Eric	Leuliette	[4.1.4.248.113.x1]	1
1700	Ruby	Leung	[2.1.4.256.113.x1]	1
1701	Lawrence	Leung	[3.1.4.1.1.x1]	1
1702	Ruby	Leung	[4.1.4.256.113.x1]	1
1703	P.	Levelle	[1.1.2.167.35.x1]	1
1704	Anders	Levermann	[4.1.4.200.36.x1|5.1.2.200.36.x1]	2
1705	Geoffrey J.	Levermore	[4.3.2.721.117.x1]	1
1706	L.	Levin	[2.1.4.1240.36.x1]	1
1707	Mark D.	Levine	[2.2.1.181.113.x1|2.2.2.181.113.x1|3.3.2.181.113.x1|4.3.1.181.113.x1|4.3.2.181.113.x2]	6
1708	David	Levinson	[4.1.4.188.113.x2]	2
1709	Sydney	Levitus	[1.1.2.188.113.x1|2.1.4.188.113.x1|4.1.2.188.113.x1]	3
1710	Marc	Levy	[5.2.2.185.113.x1]	1
1711	T.	Lewis	[2.1.4.1241.20.x1]	1
1712	Nancy	Lewis	[4.2.2.237.113.x1]	1
1713	A.G.	Lewkowicz	[2.2.4.238.20.x1]	1
1715	Congxian	Li	[3.2.2.800.23.x1|4.2.2.800.23.x1]	2
1717	Junfeng	Li	[3.3.2.525.23.x1]	1
1718	Shuangcheng	Li	[4.2.4.140.23.x1]	1
1719	Yue	Li	[5.2.2.351.23.x1]	1
1720	Hong	Liao	[5.1.2.233.23.x1]	1
1721	Øyvind	Lie	[4.1.4.681.75.x1]	1
1722	H.J.	Liebscher	[1.2.4.1.1.x1|2.2.4.1302.36.x1]	2
1723	Tranviet	Lien	[2.2.2.832.121.x2|4.2.4.832.121.x1]	3
1724	Beate	Liepert	[4.1.4.185.113.x1]	1
1726	Erda	Lin	[2.2.2.1119.23.x2|3.2.2.1119.23.x2|4.2.2.820.23.x1|5.2.1.399.23.x1]	6
1727	X	Lin	[1.1.2.1398.23.x1]	1
1728	Erda	Lin	[2.2.2.1119.23.x2]	2
1730	S.	Linder	[1.1.2.1315.101.x1|2.2.4.1315.101.x1]	2
1731	Elisabet	Lindgren	[3.2.4.1.1.x1|5.2.2.400.101.x1]	2
1732	P.D.	Lindgren	[2.2.4.849.113.x1]	1
1733	K.	Lindsay	[3.1.4.166.113.x1|3.2.4.166.113.x1]	2
1734	R.S.	Lindzen	[2.1.4.320.113.x1|3.1.2.320.113.x1]	2
1735	D.	Linforth	[1.1.2.1.6.x1]	1
1736	Chee Yoke	Ling	[5.3.2.590.60.x1]	1
1737	C.S.	Lingle	[1.2.4.124.113.x1]	1
1738	A.	Linkins	[1.1.2.1406.113.x1]	1
1739	H.	Lins	[1.2.2.312.113.x1|2.1.4.312.113.x1|2.2.4.312.113.x2|3.1.4.312.113.x1]	5
1740	J.	Liski	[3.3.4.1187.34.x1]	1
1741	P.	Liss	[1.1.2.231.117.x1|2.1.2.231.117.x1|2.1.4.231.117.x1]	3
1742	D.	Lister	[2.2.4.1316.117.x1]	1
1743	Chunzhen	Liu	[1.2.4.1120.23.x1|2.2.2.1120.23.x2|3.2.1.1120.23.x1|3.2.2.1120.23.x2|4.2.2.833.23.x1]	7
1744	Qiyong	Liu	[5.2.2.401.23.x1]	1
1745	Shiyin	Liu	[4.1.4.233.23.x1]	1
1747	Diana	Liverman	[4.2.4.153.117.x1]	1
1748	D.	Liverman	[2.2.2.1.113.x1]	1
1749	R.	Livezey	[2.1.4.188.113.x1|3.1.4.188.113.x1]	2
1750	W.	Lixian	[2.2.4.1317.23.x1]	1
1751	Juan F.	Llanes-Regueiro	[4.3.2.592.26.x1|5.3.2.592.26.x1]	2
1754	J.	Lloyd	[2.1.4.230.6.x1]	1
1755	Daniel	Lluch-Belda	[2.2.2.402.64.x2]	2
1756	Salvador	Lluch-Cota	[5.2.2.402.64.x1]	1
1757	David	Lobell	[5.2.2.338.113.x1]	1
1759	Harald	Loeng	[3.2.4.341.75.x1]	1
1760	J.A.	Logan	[1.1.2.215.113.x1|3.1.4.215.113.x1]	2
1761	Ulrike	Lohmann	[3.1.4.728.20.x2|4.1.2.136.102.x3|4.1.4.136.102.x1|5.1.2.136.102.x1]	7
1762	J.	Lomas	[1.1.2.1.48.x1]	1
1763	S.	Long	[1.2.4.1407.117.x1]	1
1764	C.	Long-Jun	[2.2.4.1.23.x1]	1
1765	N.	Lopoukhine	[1.1.2.1.20.x1]	1
1766	L.	Lorentsen	[3.3.3.1188.75.x1]	1
1767	Irene	Lorenzoni	[3.2.4.231.117.x1|4.2.4.231.117.x1]	2
1768	C.	Lorius	[1.2.1.257.35.x1]	1
1769	Inigo J.	Losada	[5.2.1.403.97.x1|5.2.2.403.97.x1|5.2.4.403.97.x1]	3
1770	Janice	Lough	[2.1.4.1121.6.x1]	1
1771	R.	Loulou	[3.3.2.735.20.x1]	1
1772	Marie-France	Loutre	[4.1.4.194.10.x2]	2
1773	P.	Love	[2.1.4.368.6.x1]	1
1774	Geoff	Love	[4.2.2.250.6.x2|4.2.3.250.6.x2]	4
1775	David C.	Lowe	[4.1.2.280.73.x1]	1
1776	Jason A.	Lowe	[3.1.4.182.117.x1|3.2.4.182.117.x1|4.1.4.182.117.x2|4.2.4.182.117.x1]	5
1777	Xianfu	Lu	[4.2.1.834.23.x1|4.2.2.834.23.x2]	3
1778	George	Luber	[5.2.2.404.113.x1]	1
1779	Wolfgang	Lucht	[4.2.4.200.36.x1]	1
1780	K.M.	Lugina	[3.1.4.1042.86.x1]	1
1781	A.	Lugo	[1.1.2.1408.113.x2]	2
1783	Nick	Lunn	[4.2.4.164.20.x1]	1
1784	Ji-Bin	Luo	[1.1.2.1.23.x1]	1
1785	Yong	Luo	[4.1.2.187.23.x1]	1
1786	A.	Lupo	[2.1.4.695.113.x1]	1
1787	Juerg	Luterbacher	[5.1.2.234.36.x1]	1
1788	Jug	Luterbacher	[4.1.4.126.102.x1]	1
1789	Wolfgang	Lutz	[5.3.2.376.7.x1]	1
1790	R.J.	Luxmoore	[1.3.1.271.113.x1|2.2.4.271.113.x2]	3
1791	Omar	Ly	[5.2.3.405.89.x1]	1
1792	A.	Lync	[2.1.4.163.6.x1]	1
1793	Amanda H.	Lynch	[3.1.4.248.113.x1|4.1.4.216.6.x1]	2
1794	C.	Ma	[2.1.4.544.113.x1]	1
1795	Shiming	Ma	[5.2.2.406.23.x1]	1
1796	Zhuguo	Ma	[4.2.4.233.23.x1]	1
1797	I.	Macadam	[3.1.4.182.117.x1]	1
1798	Douglas	MacAyeal	[4.1.4.661.113.x1]	1
1799	Michael C.	MacCracken	[1.1.2.201.113.x1|2.1.4.1083.113.x1|2.2.2.1083.113.x2|3.1.4.1083.113.x1|4.1.4.716.113.x1|4.2.3.716.113.x1]	7
1800	N.	Maceira	[2.2.4.407.5.x1]	1
1801	B.	Machenhauer	[2.1.4.169.36.x1]	1
1802	D.C.	Maclver	[1.1.2.1.20.x2]	2
1803	Dena	MacMynowski	[4.2.4.338.113.x2]	2
1804	R.L.	Madden	[1.2.4.166.113.x1]	1
1805	G.	Madec	[3.1.4.167.35.x1]	1
1806	Terry	Mader	[4.2.4.835.113.x1]	1
1807	K.	Madhava Sarma	[1.1.2.1.44.x1]	1
1808	S.	Madronich	[3.1.4.166.113.x1]	1
1809	S.	Maeda	[3.1.4.225.51.x1]	1
1810	Christopher H.D.	Magadza	[2.2.2.517.123.x1|2.2.4.517.123.x1|3.2.1.517.123.x1|3.2.2.517.123.x2|4.2.2.517.123.x1]	6
1811	Antonio R.	Magalhaes	[1.3.1.836.16.x1|4.2.3.836.16.x1]	2
1812	Victor	Magana	[3.2.2.236.64.x1|3.2.4.236.64.x1]	2
1813	Victor	Magaña Rueda	[4.1.2.236.64.x1]	1
1814	John J.	Magnuson	[2.2.1.731.113.x1|2.2.2.731.113.x2|3.2.2.731.113.x1]	4
1815	Graciela Odilia	Magrin	[3.2.2.407.5.x1|4.2.1.407.5.x1|4.2.2.407.5.x2|5.2.1.407.5.x1]	5
1816	Natalie	Mahowald	[5.1.2.235.113.x1]	1
1818	E.	Maier-Reimer	[2.1.4.169.36.x2|3.1.4.169.36.x1]	3
1819	Gabriel M.	Mailu	[2.2.2.995.53.x3|3.2.2.995.53.x1|3.2.4.995.53.x1]	5
1820	M.	Maiss	[2.1.4.1240.36.x1]	1
1821	Joseph Mworia	Maitima	[2.2.2.1.53.x2]	2
1823	David C.	Major	[2.2.4.1318.113.x1|4.2.4.185.113.x1]	2
1824	J.A.	Majorowicz	[3.1.4.1043.20.x1]	1
1825	W.R.	Makundi	[2.2.2.1.104.x1|3.3.2.181.113.x1]	2
1826	E.C.	Malagnino	[2.2.4.1.5.x1]	1
1827	Yadvinder	Malhi	[4.1.4.153.117.x1]	1
1828	L.	Malone	[2.1.4.164.20.x1]	1
1829	Elizabeth L.	Malone	[4.2.4.414.113.x1|4.3.3.414.113.x1]	2
1830	S.	Manabe	[1.2.4.188.113.x1|3.1.3.1033.51.x1]	2
1831	E.	Mancini	[3.1.4.1044.49.x1]	1
1833	B.	Manighetti	[3.1.4.280.73.x1]	1
1834	M.E.	Mann	[3.1.2.199.113.x1|3.1.4.199.113.x3]	4
1835	Susan	Mann	[4.2.4.195.113.x1]	1
1836	Andrew C.	Manning	[3.1.4.259.113.x1|3.2.2.259.113.x1|3.2.3.259.113.x1|4.1.4.231.117.x1]	4
1837	M.	Manning	[3.1.4.280.73.x1]	1
1838	Martin	Manning	[4.1.1.188.113.x1|4.1.2.188.113.x1]	2
1840	Elisa	Manzini	[4.1.3.717.49.x1]	1
1842	Harvey J.	Marchant	[2.1.2.1242.6.x1|3.2.2.330.6.x1|4.2.2.230.6.x1]	3
1843	Katarina	Mareckova	[4.3.2.955.7.x1]	1
1844	Jose	Marengo	[2.1.4.284.16.x1|3.1.2.284.16.x1|3.1.4.284.16.x1|3.2.2.284.16.x1|4.1.2.284.16.x1|4.2.4.284.16.x1|5.2.1.284.16.x1]	7
1846	M.	Marinucci	[2.1.4.166.113.x1]	1
1847	Anil	Markandya	[3.3.1.541.117.x1|3.3.2.541.117.x2|4.2.2.356.49.x1|4.3.2.356.49.x1|5.2.2.408.97.x1]	6
1848	A.	Markham	[2.2.4.1319.113.x1]	1
1849	Gregg	Marland	[2.1.4.271.113.x1|2.2.2.271.113.x2|3.3.2.271.113.x1]	4
1850	Jochem	Marotzke	[5.1.1.169.36.x1]	1
1852	Robert	Marsh	[4.1.4.421.117.x1]	1
1853	S.	Marshall	[2.1.4.132.113.x1]	1
1854	Gareth	Marshall	[4.1.4.146.117.x1]	1
1855	Pim	Martens	[3.2.2.1122.107.x2]	2
1856	W.J.M.	Martens	[2.2.4.1320.107.x1]	1
1857	P.J.	Martikainen	[2.2.4.1321.34.x1]	1
1858	P.	Martin	[2.1.4.501.49.x1]	1
1859	Eric	Martin	[4.2.2.249.35.x1|5.2.2.249.35.x1]	2
1860	Daniel L.	Martino	[4.3.1.956.118.x1|4.3.2.956.118.x2]	3
1861	Eric	Martinot	[4.3.4.516.23.x1]	1
1862	Ken	Masarie	[4.1.4.188.113.x1]	1
1863	Omar	Masera	[3.3.2.236.64.x1|4.3.1.236.64.x1|4.3.2.236.64.x2]	4
1865	P.	Mason	[3.1.3.182.117.x1]	1
1866	Valerie	Masson-Delmotte	[4.1.2.167.35.x1|4.1.4.167.35.x1|5.1.1.167.35.x1|5.1.2.167.35.x1|5.1.4.167.35.x2]	6
1867	Greg	Masters	[3.2.4.1123.117.x1]	1
1869	Michael D.	Mastrandrea	[4.2.4.338.113.x1|4.3.4.338.113.x1|5.2.2.1.113.x1|5.2.4.1.113.x1]	4
1870	Toshihiko	Masui	[5.2.2.129.51.x1]	1
1871	Luis Jose	Mata	[3.1.2.1059.120.x1|3.1.3.1059.120.x1|3.1.4.1059.120.x1|3.2.1.1059.120.x1|3.2.2.1059.120.x2|4.2.1.838.36.x1|4.2.2.838.36.x2]	9
1872	R.J.	Matear	[3.1.4.171.6.x1]	1
1873	P.	Matson	[2.2.2.338.113.x1|3.1.2.338.113.x1]	2
1874	Ryuji	Matsuhasi	[4.3.2.148.51.x1]	1
1875	Katsumi	Matsumoto	[4.1.4.718.113.x1]	1
1876	Mitsuo	Matsumoto	[4.3.2.957.51.x1]	1
1877	Taroh	Matsuno	[4.1.2.660.51.x2|4.1.3.660.51.x1]	3
1878	Yuzuru	Matsuoka	[3.3.2.464.51.x1|3.3.4.464.51.x1|4.3.4.464.51.x1]	3
1879	H. Damon	Matthews	[4.1.4.719.20.x1]	1
1880	E.	Matthews	[2.2.4.124.113.x1]	1
1881	Christoph	Matulla	[4.1.4.164.20.x1]	1
1882	Anna	Matysek	[4.3.2.926.6.x1|4.3.4.926.6.x1]	2
1883	G.A.	Maul	[2.2.4.1322.113.x1]	1
1884	Cecilie	Mauritzen	[4.1.2.720.75.x1|4.1.4.720.75.x1|5.1.2.198.75.x1]	3
1885	D.L.	Mauzerall	[3.1.4.428.113.x1|3.3.4.428.113.x1]	2
1886	Barrie	Maxwell	[3.2.3.164.20.x1]	1
1887	W.	May	[3.1.4.179.28.x1]	1
1888	R.S.	Maya	[2.3.2.1190.123.x1]	1
1890	Nancy	Maynard	[5.2.2.135.113.x1]	1
1891	Tim	McAllister	[4.3.4.941.20.x1]	1
1892	Bryant J.	McAvaney	[1.1.1.250.6.x1|1.1.2.250.6.x2|2.1.2.250.6.x1|2.1.4.250.6.x1|3.1.1.250.6.x1|3.1.4.250.6.x1|4.1.3.250.6.x1]	8
1893	Gordon	McBean	[1.1.2.326.20.x1|2.1.1.164.20.x1|2.1.2.164.20.x1|4.2.3.326.20.x1]	4
1894	Bruce	McCarl	[4.3.2.409.113.x1|5.2.2.409.113.x1]	2
1895	James J.	McCarthy	[1.1.1.215.113.x1|3.2.2.215.113.x1]	2
1897	D.	Mccaulay	[2.2.2.1.50.x1]	1
1898	J.	McConnell	[3.1.4.1045.20.x1]	1
1899	B.	Mcdowall	[2.2.4.280.73.x1]	1
1902	Mack	McFarland	[2.1.2.291.53.x1|3.1.2.958.113.x1|3.1.3.958.113.x1|3.3.2.958.113.x1|4.3.2.958.113.x1]	5
1903	N.	Mcfarlane	[2.1.4.164.20.x1]	1
1904	Gordon	McFiggans	[4.1.4.721.117.x1]	1
1906	J.L.	McGregor	[2.1.4.171.6.x1]	1
1907	Glenn	McGregor	[4.2.2.434.117.x1]	1
1908	J.L.	McGregor	[3.1.4.171.6.x1]	1
1909	K.	McGuffie	[2.1.4.1244.113.x1]	1
1910	A.D.	McGuire	[2.1.4.325.113.x1|3.1.4.325.113.x1]	2
1911	Kathleen	McInnes	[2.2.4.316.73.x1|3.2.4.1.1.x1|4.1.4.171.6.x1|4.2.4.171.6.x1|5.2.2.171.6.x1]	5
1912	Diane	McKnight	[2.2.2.1124.113.x1|3.2.2.1124.113.x1]	2
1914	Roger	McLean	[2.2.2.125.6.x2|3.2.1.125.6.x1|3.2.2.125.6.x2|4.2.2.125.6.x3|5.2.1.125.6.x1]	9
1915	T.	Mcmahon	[2.1.4.300.6.x1]	1
1916	Anthony J.	McMichael	[2.2.1.358.117.x1|2.2.2.358.117.x1|3.2.1.358.117.x1|3.2.2.358.117.x2|3.2.4.358.117.x1|4.2.3.230.6.x1]	7
1917	R.E.	Mcmurtrie	[2.2.4.125.6.x2]	2
1918	K.	Mcnaughton	[2.1.4.1245.73.x2]	2
1919	Michael	McPhaden	[4.1.4.188.113.x1]	1
1920	J.	Mcvey	[2.2.4.188.113.x1]	1
1921	J.	Mcwilliams	[2.1.4.209.113.x1]	1
1922	Linda O.	Mearns	[2.1.4.166.113.x1|3.1.1.166.113.x1|3.1.2.166.113.x1|3.1.4.166.113.x2|3.2.2.166.113.x1|4.1.2.166.113.x1|4.2.2.166.113.x1|5.1.3.166.113.x1|5.1.4.166.113.x1|5.2.2.166.113.x2]	12
1923	Carl A.	Mears	[4.1.4.722.113.x1|5.1.4.1.113.x2]	3
1924	Reinhard	Mechler	[5.2.2.376.7.x1]	1
1925	Mahmoud	Medany	[4.2.2.770.30.x1]	1
1927	Gerald A.	Meehl	[1.1.1.166.113.x1|1.1.2.166.113.x1|2.1.2.166.113.x1|2.1.4.166.113.x3|3.1.1.166.113.x1|3.1.4.166.113.x3|4.1.1.166.113.x1|4.1.4.166.113.x2|5.1.2.166.113.x2|5.1.4.166.113.x3]	18
1928	M.	Meier	[2.1.2.1124.113.x1]	1
1929	P.	Meier	[2.3.2.1376.113.x1]	1
1930	Malte	Meinshausen	[4.1.4.200.36.x2|4.2.4.200.36.x1]	3
1931	G.	Meira	[2.1.2.1046.16.x2]	2
1932	L.G.	Meira Filho	[3.1.1.1046.16.x1]	1
1933	E.	Mekis	[2.1.4.164.20.x1|3.1.4.164.20.x1]	2
1934	V.	Meleshko	[1.1.2.1396.114.x3|2.1.2.222.86.x1|3.1.2.222.86.x2]	6
1935	J.M.	Melillo	[1.1.1.1039.113.x1|2.1.1.461.113.x1|2.1.2.461.113.x1|3.1.4.461.113.x1]	4
1936	Humphrey	Melling	[4.1.4.676.20.x1]	1
1937	L.	Menchaca	[1.1.1.1.64.x1|1.2.4.1.64.x1]	2
1939	Blanca	Mendoza	[5.1.2.236.64.x1]	1
1940	G.	Mendzhulin	[1.2.4.1.114.x1]	1
1941	Claudio Guillermo	Menéndez	[4.1.2.170.5.x1]	1
1942	Bettina	Menne	[4.2.1.317.36.x1|4.2.2.317.36.x2|4.2.4.317.36.x1]	4
1943	Surabi	Menon	[4.1.4.181.113.x1]	1
1944	Annette	Menzel	[4.2.2.799.36.x1]	1
1945	L.	Merlivat	[1.2.4.1409.35.x1]	1
1946	Mark	Merrifield	[5.1.2.237.113.x1]	1
1947	Anna V.	Mescherskaya	[2.1.4.222.86.x1|4.1.4.222.86.x1]	2
1948	R.	Methot	[2.2.4.188.113.x1]	1
1949	Bert	Metz	[3.3.2.888.107.x2|4.3.2.530.107.x2]	4
1950	I.	Meyer	[3.3.4.200.36.x1]	1
1951	Leo	Meyer	[4.3.2.530.107.x2]	2
1952	Lukas	Meyer	[5.3.2.601.7.x1]	1
1953	R.	Meyer	[3.1.4.126.102.x1]	1
1955	Klaus Michael	Meyer-Abich	[3.3.2.1191.36.x1]	1
1956	S.	Meyers	[2.2.2.181.113.x1]	1
1957	Francisco	Meza	[5.2.2.410.22.x1]	1
1958	Laurie	Michaelis	[2.2.1.331.35.x1|2.2.2.331.35.x1|3.3.2.1192.117.x1]	3
1959	Axel	Michaelowa	[4.3.2.246.102.x1|4.3.4.246.102.x1]	2
1960	A.	Michaels	[2.1.4.1246.13.x1]	1
1961	P.	Michaels	[2.1.4.199.113.x1]	1
1962	L.	Mickley	[3.1.4.215.113.x1]	1
1964	P.	Midgley	[2.1.4.1047.36.x1]	1
1965	Guy	Midgley	[3.2.4.1.1.x1|4.2.1.840.95.x1|4.2.2.840.95.x2|5.2.1.411.95.x1]	5
1966	P.	Midgley	[3.1.2.1047.36.x1]	1
1968	M.	Mietus	[3.1.3.1048.82.x1]	1
1969	U.	Mikolajewicz	[2.1.4.169.36.x1|3.1.4.169.36.x1]	2
1971	M.W.	Miles	[3.1.4.682.75.x1]	1
1972	Edward L.	Miles	[2.2.2.132.113.x2]	2
1973	B.	Miller	[2.1.4.259.113.x1]	1
1974	M.	Miller	[2.1.4.245.117.x1]	1
1975	N.L.	Miller	[2.1.4.201.113.x1]	1
1977	John B.	Miller	[4.1.4.188.113.x1]	1
1978	Kathleen	Miller	[3.2.1.166.113.x1|3.2.2.166.113.x2|4.2.2.166.113.x1]	4
1979	N.L.	Miller	[3.1.4.181.113.x1]	1
1981	R.	Miller	[2.2.2.414.113.x1]	1
1982	Claude	Millot	[4.1.4.352.35.x1]	1
1983	Evan	Mills	[3.2.1.181.113.x1|3.2.2.181.113.x3|3.3.4.181.113.x1|4.2.4.181.113.x1]	6
1984	Scott	Mills	[4.2.4.841.113.x1]	1
1985	D.	Mills	[2.2.4.850.113.x1]	1
1986	Chris	Milly	[3.1.4.312.113.x1|4.1.4.312.113.x1|4.2.4.312.113.x1]	3
1987	Glenn	Milne	[5.1.2.238.20.x1]	1
1988	S.	Milton	[2.2.4.149.95.x1]	1
1989	Nobuo	Mimura	[2.2.2.412.51.x1|3.2.2.412.51.x1|3.2.4.412.51.x1|4.2.1.412.51.x1|4.2.2.412.51.x2|5.2.1.412.51.x1]	7
1990	K.	Minami	[1.1.2.1193.51.x1|2.2.2.1193.51.x1]	2
1991	K.	Minato	[3.3.4.1194.51.x1]	1
1992	Reid	Miner	[4.3.4.959.113.x1]	1
1993	Charles Kenneth	Minns	[4.2.4.676.20.x1]	1
1994	K.	Minschwaner	[3.1.4.1049.113.x1]	1
1995	I.	Mintzer	[2.3.2.414.113.x1]	1
1997	Sevastian	Mirasgedis	[4.3.2.353.38.x1|5.3.2.353.38.x1]	2
1998	M. Monirul Qader	Mirza	[3.2.1.313.20.x1|3.2.2.313.20.x2|3.2.4.313.20.x1|4.2.1.164.20.x1|4.2.2.164.20.x2|5.2.2.164.20.x1]	8
1999	M.	Mishchenko	[3.1.4.124.113.x1]	1
2000	Alison	Misselhorn	[4.2.4.478.95.x1]	1
2001	John F. B.	Mitchell	[1.1.2.182.117.x1|2.1.2.182.117.x1|2.1.4.182.117.x2|3.1.1.182.117.x1|3.1.2.182.117.x1|3.1.4.182.117.x1|4.1.3.182.117.x1]	8
2005	A.	Moberg	[3.1.4.701.101.x1]	1
2006	Mithra	Moezzi	[4.3.4.960.113.x1]	1
2007	Igor	Mokhov	[2.1.4.239.86.x1|3.1.4.239.86.x2|5.1.2.239.86.x1]	4
2008	Abdalah	Mokssit	[4.1.2.191.69.x1|5.1.3.191.69.x1]	2
2009	Ulf	Molau	[2.2.4.177.101.x1|3.2.4.177.101.x1|5.2.2.177.101.x1]	3
2010	Mario	Molina	[4.1.2.259.113.x2|4.1.3.259.113.x1]	3
2011	Robert	Molinari	[4.1.4.188.113.x1]	1
2012	Henrik	Moller	[4.2.3.1.73.x1]	1
2013	Adam H.	Monahan	[4.1.4.277.20.x1]	1
2014	Anthony	Mongameli Mehlwana	[4.3.2.454.95.x1]	1
2015	Suvi	Monni	[4.3.4.961.34.x1]	1
2016	Eric	Monnin	[4.1.4.126.102.x1]	1
2017	C.	Monreal	[2.2.4.941.20.x1]	1
2018	J.P.	Montero	[3.3.2.410.22.x1]	1
2019	Wd.	Montgomery	[2.3.1.1.113.x1|2.3.2.1.113.x1]	2
2020	Steve	Montzka	[2.1.4.188.113.x1|3.1.4.188.113.x1|4.1.4.188.113.x1]	3
2021	William	Moomaw	[2.2.2.962.113.x3|3.3.1.962.113.x1|3.3.2.962.113.x2|4.3.2.962.113.x1]	7
2023	B.	Moore III	[3.1.1.1050.113.x1|3.1.4.1050.113.x1]	2
